hhid,Q501,Q502,Q503,Q5041,Q5042,Q5043,Q5044,Q5045,Q5045s,Q505,Q506,Q507,Q508,Q509,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q518,Q519,Q520,Q521,Q522,Q523,Q5231,Q5232,Q5233,Q5234,Q5235,Q5236,Q5236s,Q524,Q525,Q5261,Q5262,Q5263,Q5264,Q5265,Q5266,Q5266s,Q527,Q528,Q529,Q530,Q531
DT0201488,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
dt1100411,0,,,2,1,2,2,2,,1,1,1,2,1,2,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,30,0,2,
DT0700241,6,6,1,1,2,2,2,2,,1,3,1,2,1,3,2,,1,3,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,45,2,2,
DT0102374,0,,,2,1,2,2,1,from familly,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1000635,5,5,2,1,2,2,2,2,,1,2,1,2,1,2,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1300499,1,1,1,1,2,2,2,2,,2,,1,2,1,2,1,2,1,2,1,2,2,,1,2,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,1,2
DT0201111,3,3,2,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,1,2,,2,,2,,1,2,1,2,2,2,,1,90,2,2,
DT0201108,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
dt0400443,3,3,2,1,1,1,2,2,,1,2,1,2,1,3,1,2,2,,1,3,1,1,1,1,2,,2,2,1,1,2,,2,,1,3,2,2,1,2,2,2,,1,45,2,2,
DT0500675,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,45,0,1,2
DT1100295,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,32,0,2,
DT1201411,2,2,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,32,2,2,
DT0201207,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201101,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201100,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1201116,2,2,1,1,2,2,2,2,,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,,2,,2,,2,2,1,2,2,2,,1,30,2,2,
DT0900082,0,,,2,1,2,2,2,,1,3,1,1,1,1,1,1,1,2,1,2,2,,2,,2,,2,1,2,2,2,,1,HULIEM CHEGERE LAY NEGNE,2,,1,2,2,2,2,2,,2,,,2,
DT1300458,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,20,0,1,2
DT0102341,0,,,2,2,2,2,1,from familly,1,2,1,2,1,3,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1001245,5,5,2,1,2,2,2,2,,1,1,1,2,1,2,1,1,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0200852,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300284,3,1,1,2,2,2,1,2,,1,3,1,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300655,0.2,0.2,1,1,1,2,2,2,,1,2,1,2,1,2,2,,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0200451,1,1,0,2,1,2,2,2,,1,1,1,1,1,3,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0201088,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1101163,0,,,2,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0201086,0,,,2,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,1,2,2,,2,,1,4,1,2,2,2,2,2,,2,,,2,
DT1300495,4,3,1,2,1,2,2,2,,1,2,1,2,1,2,1,3,1,2,1,2,2,,2,,2,,2,2,1,2,1,1,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0201084,0,,,2,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201083,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
dt0400486,4,4,2,1,2,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,45,0,2,
DT1101223,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500594,3,3,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,1,30,0,2,
DT0802071,5,4,1,1,2,2,2,2,,1,3,1,1,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1100478,2,1.5,1,2,1,2,2,2,,2,,1,2,1,1,2,,2,,2,,2,,2,,1,1,2,1,2,2,2,,2,,2,,2,2,2,2,2,2,,1,240,0,2,
DT0201074,0,,,2,1,2,2,2,,1,2,1,1,1,1,2,,1,1,1,1,2,,2,,2,,2,2,2,2,2,,1,aletewatahuteme,2,,1,2,2,2,2,2,,2,,,2,
DT0201493,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0101592,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0201391,0,,,2,2,2,2,1,aid,1,3,1,3,1,3,1,3,1,3,2,,1,2,2,,2,,2,1,2,2,2,,1,ade,2,,2,2,2,2,2,2,,2,,,2,
DT0100815,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201472,2,2,2,1,2,2,2,2,,1,2,2,,2,,2,,1,1,2,,2,,2,,2,,2,2,2,1,1,2,2,,2,,2,2,1,2,2,2,,1,88,2,2,
DT0102125,0,,,2,2,1,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,1,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500430,8,8,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,1,60,0,2,
dt0700753,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,90,0,2,
DT1101324,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,50,0,2,
DT0700603,6,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,1,2,2,2,,1,130,2,2,
DT0400824,0.5,0.5,2,1,1,2,2,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0800947,4,4,1,1,2,2,2,2,,1,2,1,2,1,3,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,1,kariya meshte,2,,1,2,2,2,2,2,,1,10,0,2,
DT0101262,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0301064,5,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT0600290,3,3,1,1,1,2,2,2,,1,1,1,1,1,1,2,,1,1,2,,2,,2,,2,,2,1,2,2,2,,1,yegele sera bemeserate,1,2,1,2,2,2,2,2,,1,60,0,2,
DT1000020,0,,,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,2,2,2,2,2,2,,1,30,0,2,
DT0101700,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1101062,1,1,1,1,2,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,1,2,1,2,1,2,2,2,2,2,1,2,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0201050,0,,,2,1,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200929,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0800726,3,3,1,1,2,2,2,2,,1,3,1,3,1,3,2,,1,3,1,3,2,,2,,2,,2,1,1,2,1,2,2,,1,4,1,2,2,2,2,2,,2,,,2,
DT0201044,1,1,1,2,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0401063,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0101060,0,,,2,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700102,1,1,1,1,1,2,2,2,,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,1,2
DT1101007,0,,,2,1,2,2,2,,1,3,1,3,1,3,1,2,1,2,1,2,1,2,1,2,1,1,,,,,,,1,keneser,2,,1,2,2,2,2,2,,1,120,0,2,
DT0300065,5,2,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT1301056,3,3,1,1,1,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,,2,1,2,2,2,,1,,1,2,1,2,2,2,2,2,,2,,,1,2
DT0300316,6,6,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0200528,0,,,2,2,2,2,1,supllication,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201030,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700062,6,6,1,1,1,1,2,2,,1,1,1,2,1,3,2,,1,2,1,2,2,,2,,2,,2,2,2,1,1,2,2,,2,,1,2,2,2,2,2,,1,90,2,2,
DT1100855,1,1,1,2,1,2,1,2,,1,3,1,3,1,3,2,,1,3,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700176,3,2,1,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0201023,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200719,2,2,1,1,2,2,2,2,,1,2,1,2,1,1,2,,1,2,2,,2,,2,,2,,2,1,2,1,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT1300028,5,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500535,2,2,2,1,1,2,2,2,,1,2,1,1,1,2,2,,1,1,1,2,1,1,2,,2,,2,2,2,2,1,1,2,,1,2,2,2,2,2,2,2,,1,45,0,2,
DT0800639,5,5,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0201018,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600353,2,2,2,1,1,2,2,2,,1,3,1,2,1,1,2,,1,2,2,,2,,2,,2,,2,2,1,2,1,2,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0600215,6,6,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,10,0,2,
DT1000632,6,6,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,1,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0100664,1,,2,1,2,2,2,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0201228,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1000687,6,3,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
dt0700775,6,6,1,1,2,2,2,2,,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,1,90,0,2,
DT0201008,0,,,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500639,3,3,2,1,1,2,2,2,,1,2,1,2,1,2,1,1,1,2,2,,2,,2,,2,,2,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,1,40,2,2,
DT0100826,0,,,2,1,2,2,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,24,0,2,
DT1202114,2,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1200811,2,2,1,1,2,2,2,2,,1,1,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,1,2,,2,,2,,2,2,1,2,2,2,,1,90,2,2,
DT0200998,1,1,1,2,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700881,6,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,0,2,
DT0600877,2,1,1,1,1,2,1,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,1,DAY TO DAY WOREK,2,,1,2,2,2,2,2,,1,3,0,2,
DT0200847,2,1,1,1,1,2,1,2,,1,2,1,2,1,2,1,2,2,,2,,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600014,1.3,0.25,1,1,1,2,2,2,,1,1,1,2,1,2,1,1,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT1001143,7,7,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0300078,7,6,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT1201870,1,1,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,2,1,1,2,,2,,2,,2,2,1,2,2,,2,,2,,2,2,1,2,2,2,,1,40,0,2,
DT0601069,2,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT1301278,4,1,1,2,1,2,1,2,,1,3,1,3,1,3,2,,1,2,2,,2,,2,,2,,2,1,2,2,2,,1,PRIVATE   WOREK,2,,1,2,2,2,2,2,,2,,,2,
DT0301088,5,2,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,1,15,0,2,
DT0700632,3,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0900997,0,,,2,1,2,2,2,,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,3,0,2,
DT0401150,5,1,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0900563,2,2,1,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201259,3,3,1,1,2,2,2,2,,1,2,1,1,1,2,1,2,1,1,1,1,2,,2,,2,,2,2,2,1,2,,2,,1,2,2,2,1,2,2,2,,1,60,2,2,
DT1000504,6,6,2,1,2,2,2,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0200973,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0600058,5,5,2,1,1,2,2,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,0,2,
DT0800071,8,4,1,1,1,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,2,,2,,2,,2,2,1,1,2,,2,,1,3,2,2,2,2,2,2,,1,15,0,2,
DT0900742,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200978,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200155,2,2,1,1,2,2,2,2,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1201857,4,3,1,1,2,2,2,2,,2,,1,1,1,2,2,,1,2,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,90,2,2,
DT0200963,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0400942,1,1,2,1,2,2,2,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0200957,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,1,0,2,
DT0200955,4,4,2,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,1,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0801877,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT1000330,0.4,0.4,2,1,2,2,2,2,,1,3,1,3,1,2,2,,1,2,1,2,2,,2,,2,,1,2,2,2,2,,1,,1,3,1,2,2,2,2,2,,1,24,2,2,
DT0201445,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200948,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,8,0,2,
DT0700833,6,6,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,40,0,2,
DT1001172,3,2,2,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1201210,8,6,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,90,0,2,
DT0900501,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200942,2,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT0800341,4,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1201866,1,1,1,2,1,2,2,1,daily work,1,3,1,3,1,2,1,1,2,,1,2,1,2,2,,2,,2,2,2,1,2,,1,yeken sera bemeserat,2,,2,2,2,2,2,2,,2,,,1,2
DT1201311,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,60,0,2,
DT0700762,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,2,1,2,2,2,,1,90,2,1,2
DT1000053,3,3,1,1,2,2,2,2,,1,1,2,,1,1,2,,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,24,0,2,
DT0300177,5,5,2,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0200932,0,,,2,1,2,2,2,,1,1,1,2,1,2,2,,1,1,2,,2,,2,,2,,2,1,2,2,1,2,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0102500,0,,,2,2,1,2,2,,2,,1,2,2,,2,,1,2,1,2,2,,2,,2,,2,1,2,1,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800035,5,5,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,1,2,2,2,,2,,,1,2
DT0401008,1,1,2,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0200203,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0801366,6,6,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
dt1101106,1,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700351,8,8,1,1,2,2,2,2,,1,1,1,3,1,3,1,3,1,3,1,3,1,1,1,1,1,1,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1200252,2,2,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0102267,0,,,2,1,2,2,2,,1,2,1,2,1,2,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1202141,4,4,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0600349,5,5,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1100528,0,,,2,1,2,2,2,,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,20,0,2,
DT1001179,4,4,2,1,2,2,2,2,,1,1,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1201730,0,,,2,1,2,2,2,,1,2,1,1,1,2,1,3,1,3,1,2,2,,2,,2,,2,1,1,2,1,2,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0300995,2,2,1,1,2,2,2,2,,1,1,2,,2,,2,,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,30,2,2,
DT0600203,2,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,5,0,2,
DT1300043,1,1,1,1,1,2,2,2,,1,2,1,1,1,2,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT1100950,1,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,25,0,2,
DT0200908,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
