hhid,Q501,Q502,Q503,Q5041,Q5042,Q5043,Q5044,Q5045,Q5045s,Q505,Q506,Q507,Q508,Q509,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q518,Q519,Q520,Q521,Q522,Q523,Q5231,Q5232,Q5233,Q5234,Q5235,Q5236,Q5236s,Q524,Q525,Q5261,Q5262,Q5263,Q5264,Q5265,Q5266,Q5266s,Q527,Q528,Q529,Q530,Q531
dt0400681,4,4,2,1,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,30,0,2,
DT0300518,0,,,2,2,2,2,1,,1,3,1,1,1,2,1,1,1,2,1,3,2,,2,,2,,2,2,2,2,2,,1,,2,,1,2,2,2,2,2,,2,,,2,
DT1201566,3,1,1,1,2,2,2,2,,1,2,1,2,1,1,1,2,1,2,1,1,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,1,2,2,2,,2,,,2,
DT0102694,0,,,2,2,1,2,2,,1,1,1,1,2,,2,,1,1,2,,2,,2,,2,,2,1,2,1,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0601316,5,3,1,1,1,2,2,2,,2,,1,3,1,3,2,,1,1,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,60,0,2,
DT0201267,0,,,2,2,2,2,1,from familly,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0101979,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0900928,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201936,1,1,1,2,1,2,2,2,,1,3,1,1,1,3,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,1,2
DT0201263,0,,,2,1,2,2,2,,1,1,1,2,1,2,2,,2,,1,1,2,,2,,2,,2,2,1,2,2,,1,WEBING,2,,1,2,2,2,2,2,,2,,,2,
DT1101110,4,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,24,0,2,
DT1300926,3,3,1,1,2,2,2,2,,1,2,1,2,1,1,2,,1,1,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,1,2
DT1300117,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,1,2
DT0601337,3,3,1,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,120,2,2,
DT0801950,0,,,2,2,2,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500174,1,0.25,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,90,0,2,
DT0201256,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0102647,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700308,7,7,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT0802113,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201126,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0300516,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,0,2,
DT1200493,6,6,2,1,2,2,1,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,5,0,2,
DT0201249,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500741,0.5,0.5,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,1,2,2,2,,1,100,2,2,
DT1000555,0.4,0.4,2,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,,2
DT0100489,0,,,2,1,2,2,1,tailor,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,1,RETIRE,1,3,0,2,
DT0800362,4,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0102197,0,,,2,2,1,2,2,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0201243,3,3,2,1,2,2,2,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0400836,3,0.25,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1202211,3,3,1,1,2,2,2,2,,2,,1,2,2,,2,,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,2,2,2,2,2,2,2,,2,,,2,
DT0300287,2,2,1,1,2,2,2,2,,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1300465,0.25,0.25,1,1,1,1,2,2,,1,2,1,1,1,2,1,1,1,2,1,1,2,,2,,2,,2,2,1,1,2,,2,,2,,2,2,1,2,2,2,,1,20,2,2,
DT0900944,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201928,3,3,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,2,,2,,1,1,1,1,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1000212,0.4,0.4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,1,90,0,2,
DT0201235,0,,,2,2,2,2,1,from familly,1,1,1,1,1,3,1,2,1,2,1,2,1,1,1,1,2,,2,2,2,1,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0700532,5,5,1,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0102407,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0400737,3,3,2,1,1,2,2,2,,1,2,1,3,1,2,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0100334,0,,,2,1,2,2,2,,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,12,0,2,
DT1300447,2,2,1,1,1,2,2,2,,1,1,1,2,1,1,1,3,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,2,2,1,2,2,2,,1,50,2,2,
DT0900561,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0100387,2,2,1,1,1,2,2,2,,1,1,1,2,1,3,1,1,1,2,2,,2,,2,,2,,2,1,2,2,2,,1,daye todaye werekere,1,3,1,2,2,2,2,2,,2,,,2,
DT0300984,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0300493,7,4,2,1,2,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,20,0,2,
DT0400112,4,4,2,1,2,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1100702,1,1,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0101130,2,2,2,1,1,2,2,2,,1,2,1,2,1,2,1,1,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT0201222,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100047,3,3,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,3,0,1,1
DT0102253,0,,,2,2,1,2,2,,1,1,1,1,1,1,2,,2,,1,1,2,,2,,2,,2,1,2,1,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0802108,0,,,2,1,2,2,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200683,2,2,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,1,2,2,2,,1,120,2,1,2
DT0300164,4,2,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,1,1,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1300976,0.5,0.5,2,1,1,2,2,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,1,EHELE BEMEWUKATE,1,3,2,2,1,2,2,2,,1,60,2,2,
DT0201215,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800269,5,2,1,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200063,2,2,1,1,1,2,2,2,,1,1,1,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,2,1,2,,2,,1,3,2,2,2,2,2,2,,1,60,0,2,
DT1100262,1,1,1,1,2,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,2,2,1,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0900636,0,,,2,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,1,1,2,2,,1,TELA BEMESHET,2,,1,2,2,2,2,2,,1,10,0,2,
DT1200837,1,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,2,,,1,2
DT0201209,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1202157,1,,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,1,90,2,2,
DT0201102,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800266,3,2,1,1,2,2,1,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1100422,0,,,2,1,2,2,2,,1,2,1,2,2,,1,2,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,30,0,2,
DT0201204,0,,,2,1,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200433,8,8,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800991,2,2,1,1,2,2,2,2,,1,2,1,2,1,2,2,,1,2,1,1,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1201982,3,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT0100379,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0102570,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800787,3,3,1,1,2,2,2,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,20,0,2,
DT0201197,0,,,2,2,2,2,1,from familly,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500306,4,4,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,24,0,2,
DT0500417,4,2,2,1,1,2,1,2,,1,2,1,2,1,3,2,,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,45,0,2,
DT0801388,5,5,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,4,0,2,
DT0601039,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,60,0,2,
DT1100757,6,6,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1201840,3,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,45,0,2,
DT0201190,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100135,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0900070,3,3,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT1202044,0,,,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0201186,0,,,2,1,2,2,1,from familly,1,1,1,2,1,3,2,,1,2,1,1,1,1,1,1,2,,2,2,1,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0101076,4,4,2,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0201184,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201183,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200069,2,2,1,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,1,2,2,2,,1,10,2,2,
DT1200147,2,2,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,,2,,2,,2,2,1,2,2,2,,2,,,1,2
DT0400898,2,2,2,1,1,2,2,2,,2,,1,2,1,2,1,1,1,1,2,,2,,2,,2,,2,1,2,2,1,2,2,,1,3,1,2,2,2,2,2,,1,45,0,2,
DT0201199,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100073,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0700545,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1000050,0,,,2,1,2,2,2,,1,2,1,2,1,1,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1201283,3,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,1,2,2,2,,1,96,2,2,
DT1200839,8,5,1,1,2,2,2,2,,1,3,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0701050,6,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0102157,1,1,2,1,2,2,2,1,from familly,1,2,1,2,1,3,1,1,1,2,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1202223,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,1,0,2,
DT0201170,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1000788,4,2,2,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0300814,3,3,2,1,2,2,2,2,,1,3,1,1,1,1,2,,1,1,1,1,2,,2,,2,,2,1,1,2,2,,1,yeberdo terfie teneshe nebere,1,3,1,2,2,2,2,2,,1,15,0,2,
DT0201382,0,,,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0701022,1,1,1,1,1,2,2,2,,1,3,1,2,1,3,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0201260,0,,,2,1,2,2,1,from familly,2,,2,,1,2,1,2,1,2,1,2,1,2,2,,2,,2,1,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1300427,2,2,1,1,2,2,2,2,,1,3,1,2,1,3,2,,1,3,1,3,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,0,2,
DT0300844,9,,2,1,2,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0501081,2,2,1,1,1,2,2,2,,1,2,1,2,1,2,2,,1,2,1,3,2,,1,1,2,,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0201161,0,,,2,2,2,2,1,from familly,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201160,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0801256,9,4,1,1,2,2,2,2,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1300940,2,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1200635,1.25,1.25,1,1,1,2,2,2,,1,3,1,3,1,2,1,2,1,2,1,1,1,1,1,1,2,,2,2,1,2,2,,2,,1,3,1,2,1,2,2,2,,1,120,2,1,2
DT1201778,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300340,2,2,2,1,2,2,2,2,,1,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,2,1,2
DT1100366,5,2,1,1,1,2,2,2,,1,3,1,3,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0700391,6,4,1,1,1,2,1,2,,1,3,1,2,1,1,2,,1,3,1,3,2,,1,1,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0700599,4,2,1,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,90,2,2,
DT0900904,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,8,0,2,
DT0301228,2,2,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,2,,2,2,2,2,2,,1,fiere bemeshet,1,3,1,2,2,2,2,2,,1,10,0,2,
DT1200753,2,2,1,1,2,2,2,2,,1,2,1,1,1,2,1,2,1,1,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201266,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT0201147,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200643,0.02,0.02,2,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0101755,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300466,3,3,1,1,2,2,2,2,,1,1,1,3,2,,2,,2,,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0102039,0,,,2,2,2,2,1,from familly,1,1,1,2,1,2,1,2,1,2,2,,2,,2,,2,,2,1,2,1,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201142,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0801728,6,,1,2,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300672,1,1,1,1,2,1,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,2,2,1,2,,2,,2,,2,2,1,2,2,2,,1,45,2,2,
DT0900139,1,1,1,2,1,2,2,2,,1,3,1,2,1,2,2,,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200048,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201137,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300439,3,3,1,1,1,2,2,2,,1,3,1,3,2,,1,3,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,2,,2,2,1,2,2,2,,1,90,2,2,
DT0201135,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201134,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1301145,0.05,0.05,1,1,2,2,2,2,,1,2,1,2,2,,2,,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,2,2,1,2,2,2,,1,52,2,2,
DT0201132,0,,,2,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100053,0,,,2,1,2,2,2,,1,1,2,,2,,2,,1,1,1,1,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0500035,5,5,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,1,2
DT0100055,4,4,1,1,1,2,2,2,,1,2,1,3,1,3,1,2,2,,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0102510,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0300580,4,3,1,1,2,2,2,2,,1,2,1,3,1,2,2,,1,3,1,2,2,,2,,2,,2,1,1,2,1,1,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0601052,0,,,2,2,2,2,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT1201212,3,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT0700265,2,2,1,2,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0102623,0,,,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300769,4,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,2,2,
DT0101674,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
