hhid,hh_members,relation,gender,dob_gc,hh_education,marital_status,no_of_marriage,main_occupation,longitude,latitude,altitude,kebele,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Qtransport,house_equipment,Qanimal,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n
DT0700952,2.0,1.0,1.0,6/22/1986,1.0,1.0,1.0,2.0,37.68241,12.96211,1705.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0700953,2.0,1.0,1.0,2/25/1995,2.0,1.0,1.0,2.0,37.68615,12.95821,1792.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0700954,4.0,1.0,1.0,2/24/1984,2.0,1.0,1.0,2.0,37.6789,12.96527,1685.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0700955,4.0,1.0,1.0,11/29/1987,4.0,1.0,1.0,2.0,37.68932,12.95546,1832.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0700956,2.0,1.0,0.0,10/13/1963,1.0,4.0,5.0,0.0,37.68932,12.95546,1832.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0700957,4.0,1.0,1.0,2/22/1949,1.0,1.0,2.0,2.0,37.68932,12.95546,1832.0,DT07,0.0,0.0,0,1,1,3,2,0,1,0,1,2,1,0,0,1,2,0,0,2,2,0,0.0,0.0
DT0700958,6.0,1.0,1.0,2/22/1978,2.0,1.0,4.0,2.0,37.65425,12.96128,1684.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,2,1,0,0.0,0.0
DT0700959,7.0,1.0,1.0,6/26/1968,2.0,1.0,2.0,2.0,37.67883,12.97645,1645.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,2,2,1,0,0.0,0.0
DT0700960,5.0,1.0,1.0,5/24/1948,1.0,1.0,1.0,2.0,37.69088,12.99228,1697.0,DT07,0.0,0.0,0,1,1,4,1,0,0,1,1,4,1,1,1,1,1,1,1,2,1,0,0.0,0.0
DT0700962,8.0,1.0,1.0,2/22/1974,2.0,1.0,2.0,2.0,37.67605,12.96627,1685.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,4,0,0,1,1,0,0.0,0.0
DT0700963,6.0,1.0,1.0,1/23/1959,2.0,1.0,1.0,2.0,37.67028,12.94606,1764.0,DT07,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,3,1,2,2,1,0,0.0,0.0
DT0700964,5.0,1.0,1.0,7/19/1984,1.0,1.0,1.0,2.0,37.68908,12.97302,1656.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0700969,7.0,1.0,1.0,6/30/1978,1.0,1.0,1.0,2.0,37.67645,13.00546,1589.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0700972,4.0,1.0,1.0,2/23/1984,1.0,1.0,3.0,2.0,37.6818,13.01511,1599.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0700974,4.0,1.0,1.0,4/16/1984,4.0,1.0,2.0,2.0,37.66303,13.00483,1574.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,3,0,0.0,0.0
DT0700976,4.0,1.0,1.0,10/31/1986,1.0,1.0,2.0,2.0,37.66037,12.99355,1898.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,2,1,1,0,0.0,0.0
DT0700977,7.0,1.0,1.0,7/20/1978,2.0,1.0,1.0,2.0,37.65846,12.9964,1585.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0700978,7.0,1.0,1.0,2/23/1964,1.0,1.0,1.0,0.0,37.65418,12.99622,1618.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0700979,7.0,1.0,1.0,4/23/1974,3.0,1.0,1.0,2.0,37.66195,12.9888,1605.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,4,0,2,1,1,0,0.0,0.0
DT0700992,7.0,1.0,1.0,6/26/1981,1.0,1.0,1.0,2.0,37.68231,12.96257,1719.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0700995,4.0,1.0,1.0,6/19/1934,1.0,1.0,3.0,0.0,37.67527000000001,12.94142,1719.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,0,3,1,0,1,1,1,0,2,1,0,0,0.0,0.0
DT0700998,7.0,1.0,1.0,6/26/1976,1.0,1.0,2.0,2.0,37.66747,12.93674,1755.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0700999,3.0,1.0,1.0,1/9/1990,2.0,1.0,1.0,2.0,37.66747,12.93674,1755.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,3,0,0,2,1,0,0.0,0.0
DT0701001,3.0,1.0,1.0,2/23/1984,5.0,1.0,1.0,2.0,37.66003,12.99715,1638.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0701002,5.0,1.0,1.0,1/24/1960,1.0,1.0,2.0,2.0,37.67842,12.97579,1637.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,2,1,0,0.0,0.0
DT0701003,5.0,1.0,1.0,3/3/1979,2.0,1.0,1.0,2.0,37.67142,12.93701,1756.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701004,6.0,1.0,1.0,1/25/1977,2.0,1.0,1.0,2.0,37.67153,12.93855,1757.0,DT07,0.0,0.0,0,1,1,3,1,0,0,1,1,3,1,1,1,0,2,1,1,0,1,0,0.0,0.0
DT0701005,3.0,1.0,1.0,2/12/1989,1.0,1.0,2.0,2.0,37.67276,12.93966,1759.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701006,10.0,1.0,1.0,2/22/1958,1.0,1.0,4.0,2.0,37.68027,12.96419,1200.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,0,3,1,0,1,1,1,0,2,2,0,0,0.0,0.0
DT0701007,3.0,1.0,1.0,11/6/1988,2.0,1.0,1.0,2.0,37.6856,12.95831,1788.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701008,6.0,1.0,1.0,7/23/1979,1.0,1.0,1.0,2.0,37.68568,12.95885,1798.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0.0,0.0
DT0701010,6.0,1.0,1.0,3/25/1984,1.0,1.0,1.0,2.0,37.64976,12.93825,1715.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,3,1,0,1,1,2,0,2,1,1,0,0.0,0.0
DT0701011,6.0,1.0,0.0,10/27/1983,2.0,1.0,1.0,0.0,37.64613,12.93375,1719.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701013,5.0,1.0,1.0,1/23/1974,1.0,1.0,2.0,2.0,37.64638,12.93036,1721.0,DT07,0.0,0.0,0,1,1,4,1,0,0,0,1,3,1,0,1,1,1,0,2,1,1,0,0.0,0.0
DT0701014,4.0,1.0,1.0,2/23/1980,2.0,1.0,3.0,2.0,37.66382,12.98146,1618.0,DT07,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,2,1,1,2,1,0,0.0,0.0
DT0701015,6.0,1.0,0.0,10/1/1980,1.0,4.0,2.0,0.0,37.6856,12.95831,1788.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701016,4.0,1.0,1.0,6/18/1991,4.0,1.0,1.0,2.0,37.67761,13.01185,1575.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701017,2.0,1.0,1.0,9/27/1987,3.0,1.0,1.0,2.0,37.68516,13.00139,1666.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,0,0,1,1,0,0,1,2,1,0,0.0,0.0
DT0701018,3.0,1.0,1.0,4/24/1987,5.0,1.0,2.0,2.0,37.66206,13.00203,1614.0,DT07,0.0,0.0,1,1,1,3,2,0,2,0,1,3,1,0,1,1,1,0,1,2,1,0,0.0,0.0
DT0701019,3.0,1.0,1.0,2/23/1988,1.0,1.0,1.0,2.0,37.66028,12.97281,1669.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0701022,5.0,1.0,1.0,3/24/1979,1.0,1.0,2.0,2.0,37.67117,12.94381,1770.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701024,6.0,1.0,1.0,2/23/1984,3.0,1.0,1.0,2.0,37.68274,13.01643,1595.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,0,2,0,0,1,1,0,0,1,2,0,0,0.0,0.0
DT0701025,4.0,1.0,1.0,2/24/1984,1.0,1.0,1.0,2.0,37.67963,13.01635,1580.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701027,5.0,1.0,1.0,2/22/1978,1.0,1.0,3.0,2.0,37.65833,12.97451,1674.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0701028,5.0,1.0,1.0,2/22/1974,1.0,1.0,2.0,2.0,37.6935,12.99548,1712.0,DT07,0.0,0.0,1,1,1,3,2,0,0,1,1,3,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT0701029,1.0,1.0,0.0,2/23/1944,1.0,4.0,1.0,0.0,37.68337,12.97079,1687.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0701030,3.0,1.0,1.0,11/21/1988,4.0,1.0,2.0,2.0,37.67486,13.00593,1592.0,DT07,0.0,0.0,1,1,1,3,1,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701031,4.0,1.0,1.0,10/27/1983,2.0,1.0,1.0,2.0,37.67619000000001,13.0081,1596.0,DT07,0.0,0.0,1,1,1,3,2,0,2,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701032,8.0,1.0,1.0,2/24/1964,1.0,1.0,3.0,2.0,37.67595,12.94156,1816.0,DT07,0.0,0.0,1,1,1,3,1,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0701033,4.0,1.0,1.0,4/23/1990,3.0,1.0,2.0,2.0,37.67654,12.98398,1658.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701034,4.0,1.0,1.0,7/26/1980,2.0,1.0,1.0,3.0,37.67903,12.97388,1674.0,DT07,0.0,0.0,0,1,1,3,2,0,2,0,1,3,1,0,1,1,1,0,2,2,2,0,0.0,0.0
DT0701036,6.0,1.0,1.0,4/20/1965,1.0,1.0,3.0,2.0,37.66074,12.99346,1595.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701036,6.0,1.0,0.0,7/22/1975,1.0,1.0,2.0,2.0,37.66074,12.99346,1595.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701037,8.0,1.0,1.0,2/23/1968,1.0,1.0,2.0,2.0,37.66436,12.97493,1634.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0701038,9.0,1.0,1.0,2/23/1964,3.0,1.0,3.0,2.0,37.68143,12.98928,1638.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,3,0,0,3,1,0,0.0,0.0
DT0701039,2.0,1.0,0.0,2/22/1954,1.0,4.0,1.0,2.0,37.67917,12.97387,1676.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,3,1,0,0.0,0.0
DT0701040,5.0,1.0,1.0,1/21/1992,2.0,1.0,1.0,2.0,37.68151,12.97096,1666.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,1,3,1,0,1,1,1,0,2,1,1,0,0.0,0.0
DT0701041,6.0,1.0,1.0,6/19/1966,1.0,1.0,4.0,2.0,37.64783,12.93679,1748.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,2,1,0,0.0,0.0
DT0701044,4.0,1.0,1.0,2/22/1969,1.0,1.0,1.0,2.0,37.64237,12.93813,1839.0,DT07,0.0,0.0,0,1,1,4,2,0,0,1,1,4,1,1,1,1,3,1,1,1,1,0,0.0,0.0
DT0701044,4.0,1.0,0.0,12/19/2010,0.0,0.0,0.0,0.0,37.64237,12.93813,1839.0,DT07,0.0,0.0,0,1,1,4,2,0,0,1,1,4,1,1,1,1,3,1,1,1,1,0,0.0,0.0
DT0701045,4.0,1.0,1.0,1/25/1984,1.0,1.0,2.0,2.0,37.6446,12.92644,1786.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701046,7.0,1.0,1.0,8/27/1976,1.0,1.0,3.0,2.0,37.65527,12.92678,1848.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0701048,4.0,1.0,0.0,5/20/1985,1.0,4.0,2.0,0.0,37.65387,12.95929,1672.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,3,1,0,1,1,1,0,2,1,1,0,0.0,0.0
DT0701050,10.0,1.0,1.0,6/28/1942,1.0,1.0,2.0,2.0,37.65655,12.92496,1559.0,DT07,0.0,0.0,0,1,1,3,1,0,0,1,1,4,1,1,1,1,2,1,2,1,2,0,0.0,0.0
DT0701051,4.0,1.0,1.0,6/19/1986,1.0,1.0,1.0,2.0,37.6996,12.98964,1792.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701052,3.0,1.0,1.0,8/30/1990,3.0,1.0,1.0,2.0,37.66233,13.00482,1599.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0701053,6.0,1.0,1.0,2/22/1974,3.0,1.0,1.0,2.0,37.69938,12.98926,1829.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0701054,7.0,1.0,1.0,1/17/1968,1.0,1.0,2.0,2.0,37.66069,13.00413,1598.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,3,0,3,1,1,0,0.0,0.0
DT0701055,3.0,1.0,0.0,5/18/1947,1.0,3.0,2.0,0.0,37.68198,12.97124,1673.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,2,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0701058,6.0,1.0,0.0,2/22/1962,1.0,4.0,1.0,0.0,37.67958,12.97788,1653.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0.0,0.0
DT0701059,7.0,1.0,1.0,2/23/1984,5.0,1.0,2.0,2.0,37.68202,12.9801,1653.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0701061,7.0,1.0,1.0,12/17/1963,2.0,1.0,2.0,2.0,37.84624,13.03066,2666.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,3,2,1,1,2,0,0.0,0.0
DT0701062,4.0,1.0,1.0,8/27/1968,1.0,3.0,3.0,2.0,37.67107,12.93044,1810.0,DT07,0.0,0.0,0,1,1,3,1,0,1,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0701063,5.0,1.0,1.0,1/17/1974,1.0,1.0,2.0,2.0,37.66739000000001,12.93018,1826.0,DT07,0.0,0.0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701065,5.0,1.0,0.0,2/23/1954,1.0,4.0,1.0,2.0,37.67314,12.94039,1797.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0701072,3.0,1.0,1.0,2/22/1981,1.0,1.0,1.0,2.0,37.67787,13.01684,1607.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,0,3,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0701073,3.0,1.0,1.0,11/5/1987,1.0,1.0,2.0,2.0,37.69372,13.0002,1696.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,3,1,0,0.0,0.0
DT0701074,3.0,1.0,1.0,10/31/1990,0.0,1.0,1.0,2.0,37.68458,13.00156,1666.0,DT07,0.0,0.0,1,1,1,3,2,0,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0701075,3.0,1.0,1.0,1/12/1984,1.0,1.0,1.0,2.0,37.69483,12.99467,1709.0,DT07,0.0,0.0,1,1,1,4,1,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT0701076,3.0,1.0,1.0,2/23/1944,1.0,1.0,2.0,0.0,37.66031,13.00294,1592.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0701077,4.0,1.0,1.0,5/24/1980,1.0,1.0,1.0,2.0,37.66246,13.00256,1575.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0701078,3.0,1.0,1.0,2/23/1991,3.0,1.0,1.0,2.0,37.66257,12.98978,1594.0,DT07,0.0,0.0,1,1,1,3,2,0,1,1,0,2,1,1,0,0,1,1,0,0,0,0,0.0,0.0
DT0701079,1.0,1.0,0.0,2/23/1948,1.0,3.0,3.0,2.0,37.68171,13.01489,1580.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0701084,3.0,1.0,1.0,2/23/1960,1.0,4.0,1.0,2.0,37.6858,12.95833,1792.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0701084,3.0,1.0,1.0,6/14/2006,1.0,0.0,0.0,0.0,37.6858,12.95833,1792.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0701085,4.0,1.0,1.0,4/29/1988,2.0,1.0,1.0,2.0,37.686,12.95849,1784.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,2,0,0.0,0.0
DT0701086,5.0,1.0,0.0,2/9/1964,1.0,4.0,4.0,0.0,37.68266,12.96092,1693.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701088,3.0,1.0,0.0,1/23/1970,1.0,5.0,1.0,0.0,37.65473,12.98201,1649.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0701089,4.0,1.0,0.0,2/23/1964,1.0,3.0,2.0,2.0,37.66156,12.98608,1642.0,DT07,0.0,0.0,0,1,1,4,2,0,0,0,1,3,1,0,1,1,2,0,2,3,1,0,0.0,0.0
DT0701090,4.0,1.0,0.0,2/22/1974,1.0,3.0,2.0,2.0,37.69627,12.99602,1714.0,DT07,0.0,0.0,0,1,1,4,2,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0.0,0.0
DT0701091,4.0,1.0,1.0,2/22/1974,1.0,1.0,6.0,2.0,37.69627,12.99602,1714.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701092,3.0,1.0,1.0,2/23/1988,3.0,1.0,2.0,2.0,37.68607,13.00104,1653.0,DT07,0.0,0.0,1,1,1,3,2,0,1,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0701094,2.0,1.0,0.0,3/6/1994,6.0,5.0,1.0,0.0,37.66281,12.99697,1582.0,DT07,0.0,0.0,1,1,1,3,1,0,1,0,1,1,0,0,0,1,0,0,0,1,3,0,0.0,0.0
DT0701095,3.0,1.0,1.0,1/23/1989,2.0,1.0,1.0,2.0,37.6595,12.97382,1680.0,DT07,0.0,0.0,1,1,1,3,1,0,1,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701096,3.0,1.0,1.0,2/22/1986,1.0,1.0,2.0,2.0,37.66356,12.97472,1638.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,2,1,0,0,1,2,0,0,2,1,0,0.0,0.0
DT0701097,5.0,1.0,1.0,2/22/1989,3.0,1.0,1.0,2.0,37.68383,12.97151,1685.0,DT07,0.0,0.0,0,1,1,3,2,0,2,0,3,2,1,0,1,0,2,0,1,0,1,2,2.0,0.0
DT0701098,2.0,1.0,1.0,5/25/1988,3.0,1.0,1.0,2.0,37.67939000000001,12.97378,1664.0,DT07,0.0,0.0,1,1,1,3,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0701099,6.0,1.0,1.0,2/23/1984,1.0,1.0,2.0,2.0,37.68055,12.98895,1615.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,3,0,0,2,1,0,0.0,0.0
DT0701100,4.0,1.0,1.0,2/23/1991,1.0,1.0,1.0,2.0,37.64642,12.92959,1768.0,DT07,0.0,0.0,0,1,1,3,1,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701104,3.0,1.0,0.0,2/23/1989,1.0,3.0,2.0,2.0,37.65373,12.95906,1687.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701105,5.0,1.0,1.0,2/22/1983,1.0,1.0,2.0,2.0,37.66804000000001,12.92717,1794.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0.0,0.0
DT0701106,7.0,1.0,1.0,2/28/1959,1.0,1.0,1.0,2.0,37.6602,12.96251,1739.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,1,0,2,2,1,0,1,0,0.0,0.0
DT0701107,6.0,1.0,1.0,2/22/1974,1.0,1.0,3.0,2.0,37.65825,12.95018,1696.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0701108,9.0,1.0,1.0,6/17/1972,2.0,1.0,2.0,2.0,37.64909,12.94739,1717.0,DT07,0.0,0.0,0,1,1,3,2,0,1,1,1,3,1,1,0,1,3,1,0,1,1,0,0.0,0.0
DT0701112,7.0,1.0,1.0,12/25/1964,1.0,1.0,2.0,2.0,37.65623,12.92451,1817.0,DT07,0.0,0.0,0,1,1,3,1,0,0,1,1,3,1,1,0,1,1,1,0,1,2,0,0.0,0.0
DT0701114,4.0,1.0,1.0,1/16/1984,2.0,1.0,2.0,2.0,37.66876,12.92995,1796.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701120,3.0,1.0,1.0,5/18/1992,2.0,1.0,1.0,2.0,37.6672,12.92791,1787.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0701122,5.0,1.0,1.0,7/14/1984,1.0,1.0,2.0,2.0,37.6654,12.93612,1853.0,DT07,0.0,0.0,1,1,1,4,1,0,0,0,1,2,1,0,0,1,4,0,0,1,1,0,0.0,0.0
DT0701124,5.0,1.0,0.0,10/11/1970,1.0,4.0,3.0,2.0,37.65621,12.94539,1717.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0701125,9.0,1.0,1.0,2/22/1969,1.0,1.0,1.0,2.0,37.66883,12.94461,1840.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701126,8.0,1.0,1.0,2/22/1967,0.0,1.0,2.0,2.0,37.68341,13.00071,1611.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0701127,1.0,1.0,1.0,1/13/1974,1.0,3.0,2.0,3.0,37.67961,13.01625,1584.0,DT07,0.0,0.0,1,1,1,3,2,1,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT0701128,7.0,1.0,1.0,2/22/1977,2.0,1.0,4.0,2.0,37.6821,13.01588,1585.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,2,1,0,3,1,0,0.0,0.0
DT0701129,6.0,1.0,1.0,4/2/1982,4.0,1.0,1.0,2.0,37.68249,13.02061,1583.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701130,3.0,1.0,1.0,9/3/1985,3.0,1.0,1.0,3.0,37.68225,13.27972,1559.0,DT07,0.0,0.0,1,1,1,4,1,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0.0,0.0
DT0701134,7.0,1.0,1.0,11/11/1983,1.0,1.0,2.0,2.0,37.68181,12.9631,1732.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0.0,0.0
DT0701136,3.0,1.0,1.0,6/27/1988,2.0,1.0,3.0,2.0,37.68182,12.96065,1751.0,DT07,0.0,0.0,1,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0701138,5.0,1.0,1.0,10/23/1987,2.0,1.0,2.0,2.0,37.68452,12.95838,1776.0,DT07,0.0,0.0,0,1,1,3,1,0,0,1,1,4,1,1,1,1,2,1,1,1,1,0,0.0,0.0
