hhid,hh_members,relation,gender,dob_gc,hh_education,marital_status,no_of_marriage,main_occupation,longitude,latitude,altitude,kebele,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Qtransport,house_equipment,Qanimal,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n
DT0300822,5.0,1.0,1.0,1/23/1977,2.0,1.0,2.0,1.0,37.73919,12.94052,2620.0,DT03,1.0,0.0,0,1,1,3,4,0,0,0,1,2,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0300825,8.0,1.0,1.0,2/22/1971,1.0,1.0,1.0,2.0,37.73948,12.94136,2625.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,0,3,1,1,1,0,2,2,2,0,0,0,0.0,0.0
DT0300827,7.0,1.0,1.0,2/22/1971,3.0,1.0,1.0,2.0,37.73882,12.94206,2620.0,DT03,1.0,0.0,0,1,1,3,2,0,1,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0300828,4.0,1.0,1.0,11/22/1983,4.0,1.0,2.0,2.0,37.73856,12.94206,2626.0,DT03,1.0,0.0,0,1,1,3,2,0,1,0,0,2,1,0,0,1,1,0,0,2,0,0,0.0,0.0
DT0300829,2.0,1.0,1.0,11/3/1944,2.0,1.0,2.0,2.0,37.7387,12.94017,2611.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300832,3.0,1.0,0.0,2/27/1948,1.0,4.0,1.0,2.0,37.73727,12.94098,2641.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,2,2,0,1,1,0,0.0,0.0
DT0300833,3.0,1.0,1.0,10/22/1989,2.0,1.0,1.0,2.0,37.7375,12.94097,2642.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,0,4,1,1,1,1,1,1,2,1,0,0,0.0,1.0
DT0300834,4.0,1.0,1.0,1/24/1986,1.0,1.0,1.0,2.0,37.73717,12.94072,2625.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,0,3,1,1,0,1,2,2,0,1,0,0,0.0,0.0
DT0300836,5.0,1.0,1.0,6/23/1942,2.0,1.0,1.0,2.0,37.73695,12.94054,2630.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,2,2,0,1,1,0,0.0,0.0
DT0300837,7.0,1.0,1.0,5/7/1972,1.0,1.0,1.0,2.0,37.73711,12.9406,2642.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,1,0,1,0,2,0,0,0,0.0,0.0
DT0300838,5.0,1.0,1.0,2/23/1944,1.0,1.0,1.0,2.0,37.73686,12.94022,2626.0,DT03,1.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0300840,2.0,1.0,0.0,6/20/1959,1.0,3.0,1.0,2.0,37.73277,12.9486,2628.0,DT03,1.0,0.0,0,1,1,4,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300843,3.0,1.0,0.0,1/24/1972,1.0,4.0,3.0,1.0,37.73214,12.94859,2636.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0300844,6.0,1.0,1.0,1/23/1979,2.0,1.0,2.0,2.0,37.73225,12.94912,2630.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300845,5.0,1.0,1.0,10/7/1985,4.0,1.0,1.0,2.0,37.7319,12.94918,2642.0,DT03,1.0,0.0,0,1,1,3,2,0,1,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300847,8.0,1.0,1.0,1/24/1968,2.0,1.0,1.0,2.0,37.7317,12.9494,2651.0,DT03,1.0,0.0,0,1,1,4,2,0,0,1,1,3,1,1,0,1,2,2,0,1,1,0,0.0,1.0
DT0300848,1.0,1.0,1.0,8/18/2029,1.0,5.0,1.0,0.0,37.7316,12.94947,2620.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,0,1,1,1,0,2,1,1,1,0,0.0,0.0
DT0300849,6.0,1.0,1.0,2/22/1973,2.0,1.0,3.0,2.0,37.73191,12.94941,2628.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,3,1,1,0,1,1,1,0,1,0,0,0.0,0.0
DT0300850,6.0,1.0,1.0,2/22/1966,1.0,1.0,2.0,2.0,37.73283,12.94908,2617.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,2,0,0.0,0.0
DT0300852,9.0,1.0,1.0,2/22/1959,1.0,1.0,1.0,2.0,37.73902,12.95262,2610.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,3,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0300853,5.0,1.0,1.0,11/3/1963,1.0,1.0,1.0,2.0,37.73926,12.95248,2605.0,DT03,1.0,0.0,1,1,1,3,2,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0.0,0.0
DT0300854,4.0,1.0,1.0,2/23/1944,1.0,1.0,1.0,2.0,37.7394,12.95241,2608.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300861,6.0,1.0,1.0,1/25/1968,2.0,1.0,2.0,2.0,37.73985,12.95384,2605.0,DT03,0.0,0.0,0,1,1,3,2,0,1,0,1,3,1,0,1,1,1,0,1,1,2,0,0.0,0.0
DT0300862,3.0,1.0,1.0,1/23/1959,1.0,1.0,1.0,2.0,37.73968,12.9537,2600.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300863,7.0,1.0,1.0,1/24/1976,2.0,1.0,2.0,2.0,37.7401,12.9538,2614.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300869,6.0,1.0,1.0,1/24/1976,1.0,1.0,1.0,2.0,37.74029,12.95398,2606.0,DT03,1.0,0.0,0,1,1,3,2,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0300873,5.0,1.0,1.0,1/23/1969,1.0,1.0,1.0,2.0,37.7407,12.95466,2606.0,DT03,1.0,0.0,1,1,1,3,2,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0,0.0
DT0300875,2.0,1.0,0.0,2/23/1949,1.0,4.0,2.0,9.0,37.74063,12.95487,2619.0,DT03,0.0,0.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300876,6.0,1.0,1.0,1/23/1959,2.0,1.0,1.0,2.0,37.74079,12.95502,2586.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,2,1,2,1,0,0.0,1.0
DT0300877,3.0,1.0,0.0,4/20/1956,1.0,4.0,1.0,0.0,37.7412,12.95532,2592.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0.0,0.0
DT0300879,6.0,1.0,1.0,1/23/1953,1.0,1.0,2.0,2.0,37.7407,12.95532,2614.0,DT03,1.0,0.0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0300881,6.0,1.0,1.0,1/23/1974,2.0,1.0,2.0,2.0,37.74027,12.95541,2599.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300883,7.0,1.0,1.0,9/26/1966,5.0,1.0,1.0,2.0,37.74007,12.95511,2611.0,DT03,0.0,0.0,0,1,1,3,2,1,2,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0300884,5.0,1.0,0.0,7/14/1956,1.0,4.0,2.0,0.0,37.74023,12.95516,2585.0,DT03,0.0,0.0,0,1,1,3,2,0,1,1,1,3,1,1,0,1,2,1,0,1,1,0,0.0,0.0
DT0300885,5.0,1.0,1.0,11/24/1954,1.0,1.0,2.0,2.0,37.73992,12.95487,2619.0,DT03,0.0,0.0,0,1,1,3,2,0,1,1,1,3,1,1,0,1,2,3,0,1,1,0,0.0,0.0
DT0300886,8.0,1.0,1.0,2/23/1972,1.0,1.0,1.0,2.0,37.74657,12.96306,2590.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,2,1,1,0,0.0,0.0
DT0300887,5.0,1.0,1.0,1/23/1978,1.0,1.0,2.0,2.0,37.74667,12.96348,2602.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300890,7.0,1.0,1.0,2/22/1947,1.0,1.0,1.0,2.0,37.74675,12.96338,2612.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,2,1,1,0,0.0,0.0
DT0300891,6.0,1.0,1.0,1/23/1977,1.0,1.0,2.0,2.0,37.74676,12.96337,2596.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300892,3.0,1.0,1.0,9/25/1989,6.0,1.0,1.0,2.0,37.74681,12.96294,2584.0,DT03,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,3,1,2,1,1,0,0.0,0.0
DT0300893,8.0,1.0,1.0,3/24/1970,3.0,1.0,1.0,2.0,37.74131,12.93601,2642.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300894,4.0,1.0,1.0,1/23/1938,2.0,1.0,1.0,2.0,37.73067,12.94733,2629.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT0300895,5.0,1.0,1.0,1/23/1969,1.0,1.0,1.0,2.0,37.73067,12.94733,2629.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,0,4,1,1,1,1,1,3,1,1,0,0,0.0,0.0
DT0300902,3.0,1.0,0.0,2/23/1944,1.0,4.0,2.0,0.0,37.70718,12.93404,2634.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0300908,4.0,1.0,1.0,7/31/1987,2.0,1.0,1.0,2.0,37.7241,12.93642,2680.0,DT03,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300910,5.0,1.0,1.0,2/22/1958,1.0,1.0,2.0,2.0,37.72012,12.93695,2698.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,2,2,1,0,0.0,0.0
DT0300911,4.0,1.0,0.0,12/3/1979,1.0,4.0,1.0,2.0,37.73947,12.95241,2624.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0300912,3.0,1.0,1.0,1/21/1984,3.0,1.0,1.0,2.0,37.6994,12.93066,2616.0,DT03,0.0,0.0,1,1,1,3,2,0,1,0,0,3,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0300914,2.0,1.0,0.0,1/7/1949,1.0,4.0,2.0,2.0,37.71059,12.93362,2645.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0300916,3.0,1.0,1.0,8/31/1984,6.0,1.0,1.0,2.0,37.72192,12.93825,2633.0,DT03,0.0,0.0,1,1,1,3,2,0,0,1,0,4,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT0300917,2.0,1.0,1.0,9/27/1935,1.0,1.0,1.0,2.0,37.72291,12.93114,2691.0,DT03,1.0,1.0,0,1,1,1,2,0,1,1,1,3,1,1,1,0,2,3,3,0,1,0,0.0,0.0
DT0300920,5.0,1.0,1.0,2/22/1979,5.0,1.0,2.0,2.0,37.73262,12.9284,2671.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,3,1,1,0,1,2,2,0,1,0,0,0.0,0.0
DT0300922,5.0,1.0,1.0,6/14/1972,2.0,1.0,1.0,2.0,37.72402,12.93501,2669.0,DT03,0.0,0.0,1,1,1,3,2,0,0,1,0,2,0,1,0,1,0,1,0,2,0,0,0.0,0.0
DT0300923,1.0,1.0,0.0,1/24/1960,1.0,3.0,2.0,0.0,37.72769,12.93383,2633.0,DT03,1.0,0.0,1,1,1,4,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0.0,0.0
DT0300926,3.0,1.0,1.0,2/22/1990,1.0,1.0,1.0,2.0,37.7236,12.93661,2648.0,DT03,0.0,0.0,1,1,1,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0300927,3.0,1.0,1.0,2/22/1983,6.0,1.0,1.0,2.0,37.71688,12.94586,2617.0,DT03,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300928,3.0,1.0,1.0,2/22/1989,3.0,1.0,1.0,2.0,37.73129,12.94957,2647.0,DT03,0.0,0.0,0,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300930,4.0,1.0,1.0,1/23/1985,4.0,1.0,1.0,2.0,37.72207,12.93309,2690.0,DT03,0.0,0.0,0,1,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0300931,2.0,1.0,0.0,3/24/1964,1.0,3.0,4.0,0.0,37.70572,12.93542,2634.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0300933,4.0,1.0,1.0,2/23/1988,1.0,1.0,2.0,2.0,37.71413,12.94922,2600.0,DT03,1.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0300934,3.0,1.0,1.0,12/25/1982,1.0,1.0,1.0,2.0,37.70503,12.93383,2638.0,DT03,1.0,0.0,1,1,1,3,2,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0300936,2.0,1.0,0.0,2/22/1954,1.0,4.0,1.0,2.0,37.71585,12.94837,2611.0,DT03,1.0,0.0,0,1,1,4,2,0,0,1,1,3,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT0300946,6.0,1.0,1.0,7/7/1978,1.0,1.0,1.0,2.0,37.69969,12.9407,2602.0,DT03,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,1,2,2,1,1,0,0.0,0.0
DT0300947,7.0,1.0,1.0,2/23/1948,1.0,1.0,4.0,2.0,37.70231,12.93837,2657.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,2,2,0,1,1,0,0.0,0.0
DT0300948,4.0,1.0,1.0,12/6/1978,1.0,1.0,1.0,2.0,37.70296,12.93587,2639.0,DT03,1.0,0.0,0,1,1,3,2,1,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300949,5.0,1.0,1.0,12/21/1976,1.0,1.0,1.0,2.0,37.70217,12.93728,2635.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300950,5.0,1.0,0.0,1/23/1970,1.0,2.0,0.0,0.0,37.69883,12.93278,2619.0,DT03,0.0,0.0,1,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300951,6.0,1.0,1.0,6/19/1968,2.0,1.0,2.0,2.0,37.699,12.93289,2628.0,DT03,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,2,1,2,2,1,0,0.0,0.0
DT0300952,7.0,1.0,1.0,2/18/1968,2.0,1.0,1.0,2.0,37.70701,12.93306,2609.0,DT03,0.0,0.0,1,1,1,3,2,0,0,1,1,3,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0300954,1.0,1.0,0.0,2/23/1968,1.0,4.0,2.0,0.0,37.69828,12.93692,2610.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0.0,0.0
DT0300955,5.0,1.0,1.0,1/23/1941,1.0,1.0,1.0,2.0,37.70649,12.93627,2634.0,DT03,1.0,0.0,0,1,1,3,2,0,1,1,1,3,1,1,0,1,1,2,0,3,1,0,0.0,0.0
DT0300956,2.0,1.0,0.0,1/24/1948,1.0,4.0,2.0,8.0,37.70606,12.93439,2638.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,0,3,1,1,0,1,1,1,0,1,0,0,0.0,0.0
DT0300957,4.0,1.0,1.0,10/15/1944,1.0,1.0,2.0,2.0,37.70659000000001,12.93456,2624.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,1,0,1,2,2,0,2,0,0.0,0.0
DT0300959,4.0,1.0,1.0,1/23/1958,2.0,1.0,1.0,2.0,37.70723,12.93371,2649.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,2,0,1,2,0,0.0,0.0
DT0300960,1.0,1.0,0.0,5/27/1933,1.0,4.0,1.0,0.0,37.70842,12.93397,2671.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0300961,6.0,1.0,1.0,1/24/1971,1.0,1.0,2.0,2.0,37.71213,12.93254,2652.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,1,0,1,1,1,0,2,0,0.0,0.0
DT0300962,7.0,1.0,1.0,6/8/1979,5.0,1.0,3.0,2.0,37.7141,12.93261,2674.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,2,2,2,1,0,0.0,0.0
DT0300963,8.0,1.0,1.0,11/23/1975,1.0,1.0,1.0,2.0,37.71396,12.93165,2706.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0300964,5.0,1.0,1.0,1/23/1979,3.0,1.0,1.0,2.0,37.71242,12.93587,2676.0,DT03,0.0,0.0,0,1,1,3,2,2,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0300965,7.0,1.0,1.0,4/23/1965,6.0,1.0,3.0,2.0,37.72331,12.93216,2704.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,2,1,1,0,0.0,0.0
DT0300966,5.0,1.0,1.0,7/22/1974,1.0,1.0,2.0,2.0,37.72301,12.93697,2650.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300967,4.0,1.0,1.0,8/7/1950,2.0,1.0,2.0,2.0,37.72637,12.92304,2663.0,DT03,0.0,0.0,0,1,1,4,2,0,0,1,1,4,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0300968,10.0,1.0,1.0,2/23/1968,1.0,1.0,1.0,2.0,37.73928,12.9526,2632.0,DT03,1.0,0.0,0,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300969,8.0,1.0,1.0,1/23/1958,1.0,1.0,1.0,2.0,37.74011,12.9534,2619.0,DT03,1.0,0.0,0,1,1,3,2,0,2,1,1,3,1,1,1,0,1,1,2,0,1,0,0.0,0.0
DT0300972,7.0,1.0,1.0,9/25/1974,1.0,1.0,1.0,2.0,37.72074,12.9363,2646.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0300973,4.0,1.0,1.0,1/23/1943,1.0,1.0,1.0,2.0,37.72047,12.93521,2693.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,4,1,1,1,1,3,3,2,2,0,0,0.0,0.0
DT0300974,3.0,1.0,0.0,10/2/1959,1.0,3.0,1.0,2.0,37.72125,12.93508,2706.0,DT03,0.0,0.0,0,1,1,3,2,0,1,0,0,2,0,0,1,1,0,0,2,1,0,0,0.0,0.0
DT0300975,4.0,1.0,1.0,4/23/1984,1.0,1.0,1.0,2.0,37.72571,12.92265,2662.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0300976,5.0,1.0,1.0,3/24/1958,2.0,4.0,1.0,2.0,37.72419,12.92176,2691.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300977,3.0,1.0,0.0,5/24/1948,1.0,4.0,2.0,2.0,37.72403,12.93646,2668.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0300978,3.0,1.0,1.0,2/22/1985,5.0,1.0,2.0,2.0,37.71168,12.94814,2620.0,DT03,0.0,0.0,1,1,1,3,2,0,1,0,0,3,1,0,1,1,2,0,2,1,0,0,0.0,0.0
DT0300980,1.0,1.0,1.0,1/23/1978,1.0,3.0,3.0,2.0,37.70242,12.9493,2652.0,DT03,0.0,0.0,1,1,1,3,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0
DT0300982,4.0,1.0,1.0,1/23/1959,1.0,1.0,4.0,2.0,37.70777,12.93639,2636.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0300983,7.0,1.0,1.0,9/24/1949,1.0,1.0,1.0,2.0,37.71114,12.9453,2638.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,2,1,1,0,0,2,2,0,0,1,0,0.0,0.0
DT0300984,2.0,1.0,1.0,1/24/1942,1.0,1.0,3.0,2.0,37.71131,12.94653,2623.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300985,7.0,1.0,1.0,2/22/1974,1.0,1.0,1.0,2.0,37.71084000000001,12.94877,2605.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0300986,6.0,1.0,1.0,2/22/1954,1.0,1.0,1.0,2.0,37.71818,12.94725,2642.0,DT03,1.0,0.0,0,1,1,1,2,0,2,1,1,4,1,1,1,1,2,2,1,2,1,0,0.0,0.0
DT0300987,4.0,1.0,1.0,10/26/1947,1.0,1.0,2.0,2.0,37.71813,12.94807,2623.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0300989,8.0,1.0,1.0,2/23/1970,2.0,1.0,1.0,2.0,37.72092,12.948,2622.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0300990,3.0,1.0,0.0,1/24/1966,1.0,3.0,2.0,0.0,37.7205,12.94821,2578.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300991,5.0,1.0,0.0,1/23/1954,1.0,4.0,1.0,2.0,37.72301,12.94679,2592.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300992,4.0,1.0,1.0,8/13/1974,1.0,1.0,1.0,2.0,37.72286,12.94717,2611.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300993,6.0,1.0,1.0,1/10/1984,6.0,1.0,1.0,2.0,37.72216,12.94708,2602.0,DT03,1.0,0.0,0,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300994,5.0,1.0,1.0,1/24/1963,1.0,1.0,1.0,2.0,37.72109,12.94748,2622.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300996,2.0,1.0,1.0,6/12/1946,2.0,1.0,1.0,2.0,37.72235,12.94586,2656.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300997,7.0,1.0,1.0,2/23/1969,1.0,1.0,1.0,2.0,37.72223,12.94585,2643.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0300999,4.0,1.0,1.0,2/22/1974,1.0,1.0,2.0,2.0,37.70965,12.94382,2596.0,DT03,0.0,0.0,0,1,1,3,3,0,0,1,1,4,1,1,1,1,1,1,1,2,1,0,0.0,0.0
DT0301001,3.0,1.0,1.0,7/19/1984,1.0,1.0,1.0,2.0,37.71076,12.94565,2612.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,2,1,1,0,0.0,0.0
DT0301002,3.0,1.0,1.0,1/23/1987,2.0,1.0,1.0,2.0,37.71189,12.94739,2611.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,2,1,0,0.0,0.0
DT0301005,4.0,1.0,1.0,7/30/1969,1.0,1.0,2.0,2.0,37.70887000000001,12.93387,2735.0,DT03,1.0,0.0,1,1,1,3,2,0,0,1,1,2,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0301007,1.0,1.0,1.0,9/20/1984,1.0,3.0,2.0,2.0,37.70823,12.93597,2626.0,DT03,1.0,0.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0301009,3.0,1.0,1.0,5/20/1987,1.0,1.0,1.0,2.0,37.72007,12.94753,2651.0,DT03,1.0,0.0,1,1,1,4,2,0,0,1,0,3,1,1,0,1,1,1,0,1,0,0,0.0,0.0
DT0301014,6.0,1.0,1.0,1/25/1984,1.0,1.0,1.0,2.0,37.70899,12.9491,2609.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0301019,5.0,1.0,1.0,2/23/1948,1.0,1.0,3.0,2.0,37.72165,12.94543,2632.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0301020,6.0,1.0,1.0,2/22/1954,1.0,1.0,3.0,2.0,37.72197,12.94542,2635.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0301021,6.0,1.0,1.0,2/22/1977,1.0,1.0,1.0,2.0,37.72918,12.94642,2639.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,2,2,3,1,0,0.0,0.0
DT0301023,4.0,1.0,1.0,2/22/1982,1.0,1.0,1.0,2.0,37.731,12.94939,2646.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,2,0,0.0,0.0
DT0301024,5.0,1.0,0.0,1/24/1988,1.0,1.0,2.0,2.0,37.73107,12.94951,2668.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0301025,3.0,1.0,1.0,1/24/1984,1.0,1.0,1.0,2.0,37.74014,12.95342,2617.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
