hhid,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n
DT1101196,1.0,2.0,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0301151,1.0,2.0,2,1,1,4,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT1201882,2.0,2.0,2,1,1,1,2,0,0,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0401132,1.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0100729,1.0,2.0,2,1,3,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200848,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100256,1.0,2.0,2,1,1,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT1200856,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0102201,1.0,2.0,2,1,2,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0800734,2.0,2.0,1,1,1,4,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0200840,1.0,1.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0501187,1.0,2.0,2,1,1,1,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
dt0900953,1.0,2.0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0900988,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1300212,2.0,2.0,1,1,1,4,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0900337,1.0,2.0,2,1,1,1,3,1,1,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT1300600,1.0,2.0,2,1,1,3,2,0,0,0,1,0,1,0,2,0,1,1,0,0.0,0.0
DT1201443,2.0,2.0,2,1,1,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0
DT0101322,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0700886,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0700826,2.0,2.0,1,1,1,3,1,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0600465,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0200818,1.0,2.0,2,1,1,1,3,1,2,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0200817,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100394,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1201145,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0801404,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0200813,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100417,1.0,2.0,2,1,1,1,4,0,2,0,0,1,0,0,0,1,0,1,1,1.0,0.0
DT0700559,2.0,2.0,1,1,1,3,2,0,0,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT0200809,1.0,2.0,2,1,1,1,2,0,2,1,1,0,1,1,1,0,1,1,1,0.0,0.0
DT0700451,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0600412,1.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0200805,1.0,2.0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1000750,1.0,2.0,2,1,1,4,2,0,1,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0200963,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100193,1.0,2.0,2,1,1,1,3,1,1,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0200796,1.0,1.0,2,1,1,1,4,1,2,0,0,0,0,0,0,0,0,1,1,1.0,0.0
dt0400685,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0200794,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0301015,1.0,2.0,2,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT1201105,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0100400,1.0,2.0,2,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1000439,1.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0301243,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0700953,2.0,2.0,1,1,1,3,1,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0802147,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0201413,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0802033,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0300079,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0101225,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0200776,1.0,1.0,2,1,2,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0300976,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0400774,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0800067,2.0,2.0,1,1,1,4,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0700900,2.0,2.0,1,1,1,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1201162,2.0,2.0,2,1,1,3,2,0,0,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT0900937,1.0,1.0,2,1,3,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1201497,2.0,2.0,2,1,1,3,2,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0900819,1.0,2.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0101071,1.0,2.0,2,1,1,3,3,0,0,1,0,1,0,1,0,1,0,1,1,0.0,0.0
DT0200762,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0701242,2.0,2.0,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0102594,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200758,1.0,2.0,2,1,1,1,3,1,1,1,0,0,1,1,0,0,1,1,1,0.0,0.0
DT0200757,1.0,2.0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0900927,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0500158,2.0,2.0,2,1,1,4,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0900668,1.0,2.0,2,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200753,1.0,2.0,2,1,1,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100615,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1000663,1.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0201213,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0600301,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0301201,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT1100340,1.0,2.0,2,1,1,1,3,0,1,0,0,1,0,0,0,1,0,1,0,0.0,0.0
DT0200742,1.0,2.0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT1300454,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0100286,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200149,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300346,2.0,2.0,1,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0
DT0200807,1.0,2.0,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0201505,1.0,1.0,2,1,2,1,4,1,2,0,0,0,0,0,0,0,0,1,1,1.0,0.0
DT1202044,2.0,1.0,2,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200730,1.0,2.0,2,1,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0600801,1.0,2.0,2,1,1,4,2,1,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0300564,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1201285,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0100037,1.0,2.0,2,1,1,1,3,0,0,1,0,0,0,1,0,0,0,1,1,0.0,0.0
DT1201292,2.0,2.0,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0102266,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200935,2.0,2.0,1,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT1201344,2.0,2.0,2,1,1,3,2,0,0,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT1201612,2.0,2.0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200719,1.0,2.0,2,1,3,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT1201058,2.0,2.0,1,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0100530,1.0,2.0,2,1,3,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0400865,2.0,2.0,2,1,1,3,2,0,0,1,1,1,0,1,2,1,0,1,0,0.0,0.0
DT1300259,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1301085,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100596,1.0,1.0,2,1,2,3,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200707,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1201482,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0700109,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT1300651,1.0,2.0,1,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT1200874,2.0,2.0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200701,1.0,1.0,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100013,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0900939,1.0,2.0,2,1,3,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0500324,1.0,2.0,2,1,1,4,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1000092,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0900950,1.0,1.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0801269,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0900240,1.0,2.0,2,2,2,1,3,1,3,1,0,0,0,1,0,0,0,1,1,0.0,0.0
DT1300513,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0600860,2.0,2.0,2,1,1,1,2,0,1,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0200686,1.0,2.0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300005,2.0,2.0,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0301273,2.0,2.0,2,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1001167,2.0,2.0,2,1,1,3,2,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0200526,1.0,2.0,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200920,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0400450,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0101034,1.0,2.0,2,1,1,1,3,1,2,1,0,0,0,1,0,0,0,1,1,0.0,0.0
DT1300966,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1000324,2.0,2.0,2,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0300667,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1202013,2.0,2.0,2,1,1,3,2,0,1,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0900926,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT1201999,2.0,2.0,2,1,1,1,2,0,0,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0801756,2.0,2.0,2,1,1,3,2,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0102675,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0500628,1.0,2.0,2,1,1,1,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0700896,2.0,2.0,2,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1001225,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0500390,1.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0200664,1.0,2.0,2,1,1,1,3,1,2,0,0,1,1,0,0,1,1,1,1,0.0,0.0
DT0601371,1.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300363,2.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0300663,2.0,2.0,2,1,1,3,2,0,2,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0200658,1.0,2.0,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102063,1.0,2.0,2,1,2,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT1201668,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0102078,1.0,2.0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0700466,2.0,2.0,1,1,1,4,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0200651,1.0,2.0,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100548,1.0,1.0,2,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
dt0701070,2.0,2.0,2,1,1,3,1,0,1,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0601104,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300166,1.0,2.0,2,1,1,3,2,0,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1200574,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0102562,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0101486,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
dt0400409,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0200641,1.0,2.0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200640,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100208,1.0,2.0,2,1,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0
DT0102085,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0900822,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0300356,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1201155,2.0,2.0,1,1,1,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT1101214,2.0,2.0,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100314,1.0,2.0,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200915,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT1300402,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT1201962,2.0,2.0,2,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0100892,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1300448,1.0,2.0,2,1,1,3,2,0,1,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT1101245,1.0,2.0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300377,2.0,2.0,1,1,1,3,2,1,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0101474,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200523,1.0,2.0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200633,1.0,2.0,2,1,1,1,3,0,2,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0600321,1.0,2.0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0200616,1.0,2.0,2,1,3,1,3,1,2,1,0,1,1,1,0,1,1,1,1,0.0,0.0
DT0200615,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0101536,1.0,2.0,2,1,1,1,3,1,2,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0301007,1.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0101094,1.0,2.0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1301133,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0200606,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0101454,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0400930,1.0,2.0,2,1,1,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT1200504,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0801848,2.0,2.0,1,1,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT1201194,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0301288,2.0,2.0,2,1,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0700444,2.0,2.0,2,1,1,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1201605,2.0,2.0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200592,1.0,2.0,2,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1000421,1.0,2.0,1,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0801694,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1300069,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0901016,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200585,1.0,2.0,2,1,3,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0600579,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0200579,1.0,2.0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0900820,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,1.0
DT0102401,1.0,1.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0900172,1.0,2.0,2,1,3,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0801631,2.0,2.0,1,1,1,3,1,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0102479,1.0,2.0,2,2,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200571,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300390,2.0,2.0,2,1,1,3,2,1,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0200568,1.0,2.0,2,1,3,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0301188,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,1.0
DT0800461,2.0,2.0,2,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0600023,2.0,2.0,1,1,1,3,2,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0800763,2.0,2.0,1,1,1,3,1,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0200421,1.0,2.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200561,1.0,2.0,2,1,3,1,3,0,1,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0200560,1.0,1.0,2,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100253,1.0,2.0,2,1,2,1,3,1,2,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0801256,2.0,2.0,2,1,1,3,2,0,1,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT1300808,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0101939,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0101365,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0300959,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT1201919,2.0,2.0,2,1,1,3,2,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT1001156,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0200548,1.0,1.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100051,1.0,2.0,2,1,1,1,3,1,1,1,1,0,0,1,1,0,0,1,1,0.0,0.0
DT0700445,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0600337,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0200542,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
dt1100401,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200539,1.0,2.0,2,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1201199,2.0,2.0,2,2,1,3,2,0,1,0,1,0,1,0,1,0,1,1,0,0.0,0.0
DT0201043,1.0,2.0,2,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200536,1.0,2.0,2,1,1,1,3,0,2,0,0,1,0,0,0,1,0,0,0,0.0,0.0
DT0200534,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0800885,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0201008,1.0,2.0,2,1,1,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1000944,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1100701,1.0,2.0,2,1,1,3,3,0,2,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0200682,1.0,2.0,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0101489,1.0,2.0,2,1,1,1,3,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1200839,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0500652,1.0,2.0,2,1,1,3,2,0,0,1,1,1,0,1,1,1,0,0,0,0.0,0.0
DT0500511,1.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0101826,1.0,1.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0800973,1.0,2.0,1,1,1,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0200516,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200513,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1201091,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0900424,1.0,2.0,2,1,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200510,1.0,2.0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
